Date;Close;Open;High;Low;Volume;Variation %
23/05/2014;9.85;9.97;9.85;9.55;1990000;3.58%
22/05/2014;9.51;9.59;9.62;9.49;1380000;0.21%
21/05/2014;9.49;9.31;9.49;9.31;782970;1.93%
20/05/2014;9.31;9.34;9.35;9.31;593640;1.20%
19/05/2014;9.2;9.26;9.26;9.2;1340000;-0.11%
16/05/2014;9.21;9.2;9.23;9.2;2940000;0.44%
15/05/2014;9.17;9.25;9.25;9.17;925230;0.33%
14/05/2014;9.14;9.4;9.43;9.1;289350;-0.22%
13/05/2014;9.16;9.2;9.29;9.16;2270000;-1.51%
12/05/2014;9.3;9.2;9.3;9.2;774170;1.09%
09/05/2014;9.2;9.44;9.25;9.2;935700;-1.08%
08/05/2014;9.3;9.12;9.3;9.12;1980000;1.09%
07/05/2014;9.2;9.12;9.2;9.11;838260;-1.08%
06/05/2014;9.3;9.2;9.3;8.83;3210000;1.53%
05/05/2014;9.16;9.2;9.3;9.16;1630000;-1.08%
02/05/2014;9.26;9.74;9.38;9.26;2370000;-6.46%
30/04/2014;9.9;9.48;9.94;9.48;4710000;4.21%
29/04/2014;9.5;9.25;9.5;9.3;1780000;0.00%
28/04/2014;9.5;9.5;9.5;9.26;976850;1.60%
25/04/2014;9.35;9.6;9.4;9.24;5090000;0.97%
24/04/2014;9.26;9.5;9.5;9.26;5320000;-3.04%
23/04/2014;9.55;9.6;9.63;9.51;1850000;-0.62%
22/04/2014;9.61;9.63;9.65;9.6;1280000;0.10%
17/04/2014;9.6;9.61;9.69;9.6;737150;-0.31%
16/04/2014;9.63;9.66;9.69;9.63;955660;-1.23%
15/04/2014;9.75;9.69;9.75;9.68;924060;-2.40%
14/04/2014;9.99;9.96;10;9.62;2250000;1.42%
11/04/2014;9.85;9.51;9.85;9.8;952000;0.00%
10/04/2014;9.85;9.97;9.97;9.77;1130000;-0.40%
09/04/2014;9.89;9.6;9.89;9.45;1320000;7.50%
08/04/2014;9.2;9.16;9.21;9.15;2800000;1.88%
07/04/2014;9.03;9.5;9.25;9.03;1700000;-5.94%
04/04/2014;9.6;9.67;9.7;9.6;1780000;-1.03%
03/04/2014;9.7;9.7;9.7;9.7;408980;-2.41%
02/04/2014;9.94;9.94;9.94;9.94;593670;0.91%
01/04/2014;9.85;9.65;9.85;9.65;822010;-0.51%
31/03/2014;9.9;10;10.1;9.22;3320000;2.06%
28/03/2014;9.7;10.09;9.89;9.59;1220000;-1.02%
27/03/2014;9.8;10.18;9.8;9.68;731830;0.82%
26/03/2014;9.72;9.8;9.79;9.6;2030000;-0.82%
25/03/2014;9.8;9.9;10.16;9.61;4480000;1.24%
24/03/2014;9.68;9.25;9.68;8.96;3240000;9.88%
21/03/2014;8.81;9.23;9;8.8;6020000;0.11%
20/03/2014;8.8;9.19;8.8;8.74;8340000;0.34%
19/03/2014;8.77;9.2;8.91;8.76;2870000;-1.46%
18/03/2014;8.9;9.1;9.1;8.67;2590000;-1.66%
17/03/2014;9.05;9.2;9.2;9.05;902960;-4.13%
14/03/2014;9.44;9.93;9.93;9.44;5590000;-9.67%
13/03/2014;10.45;11;10.6;10.45;3270000;-1.88%
12/03/2014;10.65;11.01;10.85;10.65;859710;-2.11%
11/03/2014;10.88;11;11;10.88;1570000;-1.09%
10/03/2014;11;11.2;11;10.99;1170000;0.92%
07/03/2014;10.9;11;11;10.9;759970;-0.09%
06/03/2014;10.91;11.48;11;10.91;2880000;-0.82%
05/03/2014;11;11.47;11;11;1590000;-0.90%
04/03/2014;11.1;11.48;11.2;11.1;2940000;-0.89%
03/03/2014;11.2;11.5;11.5;11.19;3290000;-0.88%
28/02/2014;11.3;11.85;11.3;11.28;392280;-0.96%
27/02/2014;11.41;12;11.49;11.41;833460;-2.06%
26/02/2014;11.65;11.31;11.75;11.53;568650;1.30%
25/02/2014;11.5;11.08;11.63;11.2;2480000;-0.78%
24/02/2014;11.59;11.27;11.59;10.71;978230;7.91%
21/02/2014;10.74;10.76;10.8;10.74;874920;-1.74%
20/02/2014;10.93;11.5;11.39;10.93;2080000;-4.71%
19/02/2014;11.47;11.55;11.48;11.36;2500000;0.61%
18/02/2014;11.4;11.4;11.47;11.3;2760000;2.70%
17/02/2014;11.1;11.5;11.35;11;4190000;-0.27%
14/02/2014;11.13;11.7;11.15;11.12;1880000;-2.37%
13/02/2014;11.4;11.8;11.52;11.24;2720000;-1.72%
12/02/2014;11.6;11.6;11.65;11.5;2860000;-1.94%
11/02/2014;11.83;11.71;11.89;11.6;4100000;-0.50%
10/02/2014;11.89;12;11.89;11.89;525030;2.15%
07/02/2014;11.64;11.75;11.8;11.64;3070000;-0.77%
06/02/2014;11.73;11.7;11.8;11.7;1550000;0.77%
05/02/2014;11.64;12;12;11.62;2910000;0.26%
04/02/2014;11.61;11.99;11.65;11.61;1080000;-0.77%
03/02/2014;11.7;11.6;11.8;11.6;1650000;0.86%
31/01/2014;11.6;11.85;11.6;11.5;672850;0.78%
30/01/2014;11.51;11.89;11.55;11.43;1030000;-0.78%
29/01/2014;11.6;11.85;11.85;11.55;1750000;-2.52%
28/01/2014;11.9;12.11;11.9;11.8;3190000;-0.08%
27/01/2014;11.91;12.49;11.94;11.9;1540000;0.08%
24/01/2014;11.9;11.8;11.98;11.75;3600000;0.00%
23/01/2014;11.9;11.75;11.95;11.75;2100000;0.00%
22/01/2014;11.9;12;12;11.9;1770000;-3.02%
21/01/2014;12.27;11.91;12.28;12;897880;2.25%
20/01/2014;12;12.3;12.2;11.9;5270000;-1.88%
17/01/2014;12.23;12.45;12.3;12.2;2510000;-0.16%
16/01/2014;12.25;11.88;12.25;12.15;3400000;0.82%
15/01/2014;12.15;12.29;12.25;12.03;4650000;-0.08%
13/01/2014;12.16;12.3;12.16;12;2830000;0.33%
10/01/2014;12.12;12;12.12;11.9;2140000;1.68%
09/01/2014;11.92;11.7;11.92;11.7;6740000;0.59%
08/01/2014;11.85;11.5;11.89;11.7;2670000;0.42%
07/01/2014;11.8;12;11.99;11.7;3230000;-0.51%
06/01/2014;11.86;11.83;11.99;11.7;2480000;0.08%
03/01/2014;11.85;11.32;11.85;11.6;3440000;4.87%
02/01/2014;11.3;11.61;11.61;11.3;2780000;-3.42%
31/12/2013;11.7;11.7;11.7;11.5;780630;1.30%
30/12/2013;11.55;11.3;11.65;11.3;5190000;2.94%
27/12/2013;11.22;11.5;11.5;11.18;6180000;-0.71%
24/12/2013;11.3;11.5;11.4;11.3;2630000;-1.74%
23/12/2013;11.5;11.5;11.54;11.48;7090000;1.05%
20/12/2013;11.38;11.37;11.5;11.37;2230000;-0.87%
19/12/2013;11.48;11.6;11.49;11.31;612770;-0.61%
18/12/2013;11.55;11.69;12.18;11.5;5980000;-0.43%
17/12/2013;11.6;11.5;11.6;11.5;2800000;0.87%
16/12/2013;11.5;11.6;11.75;11.4;3650000;-0.78%
13/12/2013;11.59;11.6;11.6;11.55;8900000;0.35%
12/12/2013;11.55;11.32;11.6;11.4;8650000;0.35%
11/12/2013;11.51;11.44;11.52;11.4;3980000;1.50%
10/12/2013;11.34;11.3;11.4;11.3;4960000;0.27%
09/12/2013;11.31;11.2;11.33;11.2;2960000;1.71%
06/12/2013;11.12;11.1;11.12;11.1;1160000;0.45%
05/12/2013;11.07;11.2;11.07;11;3980000;0.64%
04/12/2013;11;11.2;11;10.9;5230000;0.00%
03/12/2013;11;10.9;11.03;11;1300000;-3.17%
02/12/2013;11.36;11.43;11.36;11;1130000;3.27%
29/11/2013;11;11.29;11.29;11;586490;-2.65%
28/11/2013;11.3;11;11.3;10.86;1750000;2.82%
27/11/2013;10.99;11.1;11;10.92;1430000;-0.90%
26/11/2013;11.09;11.39;11.3;10.96;9540000;0.64%
25/11/2013;11.02;11.01;11.02;11.01;815070;-0.27%
22/11/2013;11.05;10.55;11.06;10.55;3540000;0.55%
21/11/2013;10.99;10.89;10.99;10.85;8110000;1.85%
20/11/2013;10.79;10.99;10.79;10.48;1650000;0.94%
19/11/2013;10.69;10.9;10.69;10.4;2240000;0.47%
18/11/2013;10.64;11;10.8;10.58;2310000;-0.56%
15/11/2013;10.7;10.91;10.73;10.5;2480000;-1.29%
14/11/2013;10.84;10.84;10.84;10.72;928370;-0.37%
13/11/2013;10.88;10.87;10.9;10.5;5350000;-0.18%
12/11/2013;10.9;10.9;10.92;10.89;2750000;0.00%
11/11/2013;10.9;10.9;10.9;10.9;582970;0.00%
08/11/2013;10.9;10.9;10.94;10.9;1020000;-0.46%
07/11/2013;10.95;10.9;10.99;10.93;1640000;0.46%
06/11/2013;10.9;10.9;10.91;10.9;855510;-0.18%
05/11/2013;10.92;11.1;11.02;10.92;1740000;-0.64%
04/11/2013;10.99;11.29;11;10.91;2910000;0.00%
01/11/2013;10.99;11.5;11;10.93;3590000;0.09%
31/10/2013;10.98;11.2;11;10.97;2600000;-0.18%
30/10/2013;11;11.04;11.19;10.9;5880000;-1.79%
29/10/2013;11.2;11.48;11.2;11.07;7830000;1.36%
28/10/2013;11.05;11.4;11.5;11.05;4510000;-3.32%
25/10/2013;11.43;11.5;11.52;11.43;1010000;-0.70%
24/10/2013;11.51;11.55;11.55;11.5;1260000;-1.88%
23/10/2013;11.73;11.5;11.8;11.4;3390000;0.00%
22/10/2013;11.73;11.98;11.75;11.73;564170;-1.84%
21/10/2013;11.95;11.8;11.95;11.5;2360000;1.27%
18/10/2013;11.8;11.3;11.86;11.3;2930000;4.42%
17/10/2013;11.3;11.08;11.3;11.08;1570000;0.89%
14/10/2013;11.2;11.18;11.3;11.17;1960000;0.09%
11/10/2013;11.19;11;11.19;11;1810000;1.73%
10/10/2013;11;11.05;11.02;11;1000000;-1.79%
09/10/2013;11.2;11.2;11.21;11.2;1210000;0.00%
08/10/2013;11.2;11.6;11.6;11.2;875310;-4.27%
07/10/2013;11.7;11.3;11.7;11.3;3360000;3.54%
04/10/2013;11.3;10.85;11.3;10.85;1210000;0.89%
03/10/2013;11.2;10.9;11.2;10.9;13430000;1.82%
02/10/2013;11;10.8;11;10.8;6120000;1.85%
30/09/2013;10.8;10.7;10.8;10.66;6730000;0.00%
27/09/2013;10.8;10.9;10.9;10.8;398800;-0.92%
26/09/2013;10.9;10.82;10.9;10.8;1280000;0.65%
25/09/2013;10.83;10.8;10.99;10.7;23210000;1.21%
24/09/2013;10.7;10.58;10.79;10.58;1500000;-0.47%
23/09/2013;10.75;10.5;10.8;10.47;17230000;2.38%
20/09/2013;10.5;10.48;10.5;10.48;573690;0.29%
19/09/2013;10.47;10.4;10.55;10.4;1070000;0.67%
18/09/2013;10.4;10.42;10.42;10.4;1290000;-0.10%
17/09/2013;10.41;10.4;10.41;10.4;1310000;-0.48%
13/09/2013;10.46;10.5;10.5;10.41;1620000;0.58%
12/09/2013;10.4;10.45;10.6;10.4;1550000;0.00%
11/09/2013;10.4;10.49;10.49;10.4;1540000;0.68%
10/09/2013;10.33;10.28;10.44;10.28;4200000;0.49%
09/09/2013;10.28;10.49;10.5;10.28;9000000;-2.00%
06/09/2013;10.49;10.6;10.6;10.49;2260000;-1.04%
05/09/2013;10.6;10.6;10.6;10.56;1430000;0.00%
04/09/2013;10.6;10.6;10.7;10.6;1090000;0.00%
03/09/2013;10.6;10.6;10.6;10.6;1000000;-1.58%
02/09/2013;10.77;10.65;10.77;10.65;1080000;-1.19%
29/08/2013;10.9;10.7;11;10.7;1480000;3.42%
28/08/2013;10.54;10.67;10.67;10.52;1700000;-1.59%
27/08/2013;10.71;10.78;10.78;10.71;1660000;-1.74%
26/08/2013;10.9;10.52;10.9;10.5;2050000;0.00%
23/08/2013;10.9;10.76;10.9;10.76;511380;0.00%
22/08/2013;10.9;10.8;10.9;10.8;596480;-0.91%
21/08/2013;11;11.02;11.02;10.52;2340000;-0.18%
20/08/2013;11.02;11;11.1;11;1610000;0.18%
19/08/2013;11;11;11;11;1090000;-0.72%
16/08/2013;11.08;11.15;11.19;11.08;1140000;0.18%
15/08/2013;11.06;11.1;11.1;11.06;1190000;0.09%
14/08/2013;11.05;11.2;11.25;11.05;16800000;0.09%
13/08/2013;11.04;11.32;11.34;11.04;1140000;-3.07%
12/08/2013;11.39;11.51;11.6;11.35;2250000;-4.21%
07/08/2013;11.89;11.89;11.89;11.82;1230000;-0.42%
06/08/2013;11.94;11.56;11.99;11.56;6440000;-0.42%
05/08/2013;11.99;11.75;12;11.75;5310000;2.04%
02/08/2013;11.75;11.75;11.76;11.72;5660000;0.00%
01/08/2013;11.75;11.5;11.99;11.5;3590000;3.52%
31/07/2013;11.35;11.78;11.78;11.35;1060000;0.27%
30/07/2013;11.32;11.72;11.8;11.25;1910000;-4.07%
29/07/2013;11.8;11.2;11.8;11.2;1440000;1.11%
26/07/2013;11.67;11.78;11.78;11.67;1110000;-2.75%
25/07/2013;12;12.1;12.1;11.53;11600000;-0.58%
24/07/2013;12.07;12;12.23;11.53;11500000;-0.17%
23/07/2013;12.09;12.22;12.25;12.09;2950000;-1.39%
22/07/2013;12.26;12.27;12.35;12.25;5140000;0.33%
19/07/2013;12.22;12.21;12.22;12.21;384310;-1.85%
18/07/2013;12.45;12.28;12.45;12.26;1510000;1.38%
17/07/2013;12.28;12.45;12.45;12.17;6200000;0.66%
16/07/2013;12.2;12.18;12.24;12.05;7150000;0.25%
15/07/2013;12.17;12.29;12.3;12.17;2740000;-1.38%
12/07/2013;12.34;12.05;12.34;12.05;2700000;-0.48%
11/07/2013;12.4;12;12.4;11.92;3700000;5.98%
10/07/2013;11.7;11.8;12;11.62;8620000;-0.17%
09/07/2013;11.72;11.6;11.75;11.6;14210000;1.12%
08/07/2013;11.59;11.58;11.6;11.58;1620000;0.78%
05/07/2013;11.5;11.45;11.6;11.36;3300000;0.44%
04/07/2013;11.45;11.4;11.49;11.4;5370000;-0.43%
03/07/2013;11.5;11.71;11.75;11.5;7830000;-2.13%
02/07/2013;11.75;11.59;11.81;11.59;3330000;2.62%
01/07/2013;11.45;11.42;11.49;11.41;2550000;0.35%
28/06/2013;11.41;11.5;11.5;11.4;4080000;-0.78%
27/06/2013;11.5;11.14;11.54;11.06;4800000;9.52%
26/06/2013;10.5;9.68;10.5;9.68;3780000;1.45%
25/06/2013;10.35;9.8;10.38;9.7;12580000;5.29%
24/06/2013;9.83;10.89;10.89;9.83;2960000;-6.38%
21/06/2013;10.5;10.89;10.89;10.5;1220000;-3.67%
20/06/2013;10.9;10.98;10.99;10.89;2390000;-0.73%
19/06/2013;10.98;10.97;11.2;10.95;12030000;0.09%
18/06/2013;10.97;10.75;10.98;10.75;3220000;4.38%
17/06/2013;10.51;10.8;10.8;10.51;2930000;-4.45%
14/06/2013;11;11.55;12.2;10.66;7480000;-4.93%
13/06/2013;11.57;12;12;11.57;21370000;-9.96%
12/06/2013;12.85;14.02;14.03;12.4;24670000;0.71%
11/06/2013;12.76;11.1;12.76;11.1;9450000;10.00%
10/06/2013;11.6;10.75;11.61;10.75;18590000;7.91%
07/06/2013;10.75;10.49;10.75;10.4;10700000;1.61%
06/06/2013;10.58;9.99;10.58;9.99;9190000;6.87%
05/06/2013;9.9;9.76;10.01;9.71;14120000;3.12%
04/06/2013;9.6;9.2;9.6;9.2;14170000;4.35%
03/06/2013;9.2;9.22;9.9;9.13;9820000;-3.16%
31/05/2013;9.5;10.3;10.3;9.35;5650000;-8.03%
30/05/2013;10.33;10.46;10.5;10.33;5080000;-1.24%
28/05/2013;10.46;10.5;10.51;10.22;8700000;-0.38%
27/05/2013;10.5;9.99;10.85;9.99;9230000;6.06%
24/05/2013;9.9;9.1;10.06;9.1;9190000;8.20%
23/05/2013;9.15;8.9;9.15;8.6;3810000;6.27%
22/05/2013;8.61;8.55;8.9;8.5;28320000;1.65%
21/05/2013;8.47;8.41;8.5;8.41;9530000;-0.35%
20/05/2013;8.5;8.5;8.5;8.46;5890000;0.12%
17/05/2013;8.49;8.48;8.49;8.48;784860;2.91%
16/05/2013;8.25;8.2;8.26;8.2;1460000;1.73%
15/05/2013;8.11;8.05;8.12;8.05;1770000;0.75%
14/05/2013;8.05;8.15;8.15;8.03;6970000;-1.71%
13/05/2013;8.19;7.99;8.19;7.99;19050000;3.67%
10/05/2013;7.9;7.77;7.92;7.77;3020000;1.80%
09/05/2013;7.76;7.79;7.9;7.72;1890000;-0.39%
08/05/2013;7.79;7.65;7.79;7.6;3900000;1.17%
07/05/2013;7.7;7.52;7.7;7.25;5340000;2.67%
06/05/2013;7.5;7.67;7.67;7.29;2320000;-2.60%
03/05/2013;7.7;7.49;7.7;7.49;7420000;1.72%
02/05/2013;7.57;7.4;7.57;7.38;4320000;1.07%
30/04/2013;7.49;7.3;7.3;7.18;4450000;3.17%
29/04/2013;7.26;7.31;7.31;7.26;745550;-3.07%
26/04/2013;7.49;7.3;7.49;7.25;5430000;2.74%
25/04/2013;7.29;7.29;7.29;7.29;3080000;-6.42%
24/04/2013;7.79;7.75;7.8;7.7;4140000;-0.13%
23/04/2013;7.8;7.38;7.8;7.38;2210000;5.69%
22/04/2013;7.38;7.22;7.4;7.22;3000000;2.22%
19/04/2013;7.22;7.85;7.85;7.22;4680000;-8.61%
18/04/2013;7.9;8.24;8.24;7.47;6540000;-4.82%
17/04/2013;8.3;8.69;8.69;8.2;21390000;-4.60%
16/04/2013;8.7;8.6;8.75;8.6;2570000;0.58%
15/04/2013;8.65;8.7;8.9;8.65;2710000;1.17%
12/04/2013;8.55;8.5;8.55;8.43;1120000;0.71%
11/04/2013;8.49;8.31;8.5;8.31;11830000;2.17%
10/04/2013;8.31;8.7;8.7;8.31;10750000;-4.37%
09/04/2013;8.69;8.8;8.91;8.69;3120000;-2.91%
08/04/2013;8.95;8.8;8.95;8.65;18390000;0.00%
05/04/2013;8.95;8.6;8.98;8.6;12160000;2.99%
04/04/2013;8.69;8.94;8.94;8.5;4480000;-3.44%
03/04/2013;9;8.7;9;8.6;5170000;3.45%
02/04/2013;8.7;8.49;8.7;8.49;2280000;2.47%
28/03/2013;8.49;8.3;8.49;8.3;4340000;2.29%
27/03/2013;8.3;8.3;8.3;8.22;2800000;0.00%
26/03/2013;8.3;8.16;8.3;8.1;4970000;1.72%
25/03/2013;8.16;8.17;8.17;8.16;1160000;-0.49%
22/03/2013;8.2;8.2;8.21;8.19;2130000;0.49%
21/03/2013;8.16;8.15;8.18;8.15;1270000;0.49%
20/03/2013;8.12;8.15;8.15;8.12;987680;-0.37%
19/03/2013;8.15;8.3;8.3;8.15;1860000;-1.81%
18/03/2013;8.3;8.3;8.3;8.29;4050000;0.00%
15/03/2013;8.3;8.27;8.3;8.27;3300000;0.00%
14/03/2013;8.3;8.35;8.35;8.22;2490000;-1.19%
13/03/2013;8.4;8.29;8.4;8.29;2370000;2.44%
12/03/2013;8.2;8.19;8.25;8.16;3640000;0.12%
11/03/2013;8.19;8;8.19;8;3720000;1.99%
08/03/2013;8.03;7.93;8.05;7.89;20890000;1.65%
07/03/2013;7.9;7.9;7.92;7.75;8620000;0.00%
06/03/2013;7.9;7.91;8;7.89;4840000;-1.25%
05/03/2013;8;8;8;7.88;5530000;0.13%
04/03/2013;7.99;8.4;8.46;7.99;3530000;-0.75%
01/03/2013;8.05;8.05;8.15;8.02;18270000;0.50%
28/02/2013;8.01;8.2;8.38;8.01;3230000;-1.72%
27/02/2013;8.15;8.15;8.15;8.06;5640000;0.00%
26/02/2013;8.15;8.39;8.44;8;8370000;0.00%
25/02/2013;8.15;8.22;8.22;8.06;4840000;-0.85%
22/02/2013;8.22;8.48;8.48;8.22;2170000;-3.18%
21/02/2013;8.49;8.5;8.51;8.36;15280000;-0.93%
20/02/2013;8.57;8.65;8.65;8.21;19420000;0.82%
19/02/2013;8.5;8.78;8.78;8.44;13490000;-3.41%
18/02/2013;8.8;8.41;8.8;8.21;31270000;4.64%
15/02/2013;8.41;8.39;8.52;8.12;6650000;-1.18%
14/02/2013;8.51;8.65;8.65;8.51;5770000;-1.05%
13/02/2013;8.6;8.63;8.7;8.6;8940000;0.12%
12/02/2013;8.59;8.58;8.6;8.51;6550000;1.06%
11/02/2013;8.5;8.33;8.8;8.2;18300000;0.12%
08/02/2013;8.49;8.55;8.55;8.15;20110000;-1.39%
07/02/2013;8.61;9;9;8.56;5780000;-4.23%
06/02/2013;8.99;9;9.35;8.58;26840000;5.64%
05/02/2013;8.51;7.68;8.51;7.67;21770000;9.95%
04/02/2013;7.74;7.55;7.77;7.55;7890000;1.84%
01/02/2013;7.6;7.3;7.69;7.25;10250000;6.29%
31/01/2013;7.15;7.35;7.35;7.15;4810000;-2.72%
30/01/2013;7.35;7.3;7.35;7.1;4430000;1.52%
29/01/2013;7.24;7.48;7.48;7.18;6680000;-2.43%
28/01/2013;7.42;7.42;7.6;7.33;10090000;0.27%
25/01/2013;7.4;7.6;7.74;7.4;5730000;-2.37%
23/01/2013;7.58;7.69;7.69;7.4;12800000;3.84%
22/01/2013;7.3;7.9;7.9;7.3;11890000;-6.41%
21/01/2013;7.8;7.6;7.82;7.4;38120000;5.12%
18/01/2013;7.42;7.4;7.45;7.38;7050000;-0.13%
17/01/2013;7.43;7.87;7.87;7.2;5260000;-0.40%
16/01/2013;7.46;7.05;7.53;7.05;10810000;6.12%
15/01/2013;7.03;6.8;7.03;6.8;16940000;3.38%
14/01/2013;6.8;6.98;6.98;6.8;3790000;-1.45%
11/01/2013;6.9;6.61;6.9;6.61;2860000;5.50%
10/01/2013;6.54;6.42;6.54;6.28;5270000;-2.39%
09/01/2013;6.7;6.82;6.82;6.65;3650000;-1.76%
08/01/2013;6.82;6.99;7;6.8;3480000;-1.16%
07/01/2013;6.9;6.7;6.9;6.7;7540000;4.55%
04/01/2013;6.6;6.69;6.7;6.59;2780000;-1.49%
03/01/2013;6.7;6.41;6.9;6.41;6170000;4.20%
02/01/2013;6.43;6;6.43;6;9370000;7.17%
31/12/2012;6;5.99;6.05;5.99;9740000;0.33%
28/12/2012;5.98;6;6.24;5.95;4070000;-0.17%
27/12/2012;5.99;5.99;6;5.95;1990000;0.00%
24/12/2012;5.99;5.99;6;5.99;6580000;-0.17%
21/12/2012;6;6;6.01;5.98;11110000;0.00%
20/12/2012;6;5.99;6.19;5.98;6200000;0.00%
19/12/2012;6;6;6;5.98;4800000;0.50%
18/12/2012;5.97;5.98;6;5.91;5290000;0.67%
17/12/2012;5.93;5.94;5.94;5.9;1820000;2.07%
14/12/2012;5.81;5.76;5.95;5.76;1730000;0.17%
13/12/2012;5.8;5.8;5.8;5.8;20780000;0.69%
12/12/2012;5.76;5.75;5.76;5.72;4630000;0.17%
11/12/2012;5.75;5.58;5.75;5.56;5730000;0.00%
10/12/2012;5.75;5.7;5.75;5.69;2070000;0.00%
07/12/2012;5.75;5.75;5.75;5.7;725070;0.00%
06/12/2012;5.75;5.6;5.75;5.6;4760000;0.88%
05/12/2012;5.7;5.7;5.74;5.7;1100000;-0.87%
04/12/2012;5.75;5.7;5.75;5.7;2520000;0.00%
03/12/2012;5.75;5.63;5.75;5.63;1640000;0.00%
30/11/2012;5.75;5.53;5.75;5.53;10720000;0.00%
29/11/2012;5.75;5.7;5.75;5.6;5500000;0.88%
28/11/2012;5.7;5.53;5.7;5.5;2060000;-0.87%
27/11/2012;5.75;5.71;5.75;5.51;13290000;0.35%
26/11/2012;5.73;5.73;5.73;5.73;268500;-0.35%
23/11/2012;5.75;5.68;5.75;5.68;1600000;0.00%
22/11/2012;5.75;5.59;5.75;5.59;24300000;3.23%
21/11/2012;5.57;5.57;5.57;5.57;260410;1.27%
20/11/2012;5.5;5.49;5.5;5.49;432290;0.00%
19/11/2012;5.5;5.42;5.5;5.42;1910000;0.92%
16/11/2012;5.45;5.58;5.58;5.41;1570000;-0.91%
15/11/2012;5.5;5.32;5.58;5.32;24860000;-1.79%
14/11/2012;5.6;5.5;5.64;5.47;3350000;3.70%
13/11/2012;5.4;5.37;5.43;5.3;4840000;-0.55%
12/11/2012;5.43;5.4;5.48;5.4;2050000;-0.37%
09/11/2012;5.45;5.43;5.5;5.43;4610000;0.18%
08/11/2012;5.44;5.35;5.44;5.35;53580000;0.74%
07/11/2012;5.4;5.4;5.45;5.39;14460000;0.00%
06/11/2012;5.4;5.4;5.4;5;21900000;0.00%
05/11/2012;5.4;5.36;5.4;5.35;25620000;-0.92%
02/11/2012;5.45;5.4;5.45;5.4;7610000;0.37%
01/11/2012;5.43;5.21;5.44;5.06;9710000;-0.18%
31/10/2012;5.44;5.5;5.5;5.4;7350000;-0.55%
30/10/2012;5.47;5.4;5.49;5.4;8420000;3.01%
29/10/2012;5.31;5.54;5.54;5.31;3860000;-7.65%
24/10/2012;5.75;5.75;5.85;5.45;11740000;0.00%
23/10/2012;5.75;5.36;5.75;5.36;3180000;0.88%
22/10/2012;5.7;5.75;5.75;5.55;3510000;-1.89%
19/10/2012;5.81;5.97;5.97;5.75;3160000;1.04%
18/10/2012;5.75;5.72;6;5.68;3530000;2.50%
17/10/2012;5.61;5.5;5.61;5.5;4810000;10.00%
16/10/2012;5.1;5.57;5.57;5.1;3090000;-8.93%
15/10/2012;5.6;5.6;5.6;5.56;13980000;-8.50%
12/10/2012;6.12;6.76;6.76;6.08;8810000;-9.33%
11/10/2012;6.75;6.26;6.83;6.26;15200000;8.70%
10/10/2012;6.21;5.84;6.21;5.84;7190000;9.91%
09/10/2012;5.65;5.49;5.67;5.49;7480000;4.82%
08/10/2012;5.39;5.25;5.39;5.2;20290000;2.67%
05/10/2012;5.25;5.36;5.5;5.25;8500000;-2.05%
04/10/2012;5.36;5.16;5.36;5.16;12070000;7.20%
03/10/2012;5;5;5.25;5;11050000;0.00%
02/10/2012;5;4.99;5;4.99;2070000;0.20%
28/09/2012;4.99;4.99;5;4.99;685910;-0.20%
27/09/2012;5;4.85;5;4.85;3070000;0.20%
26/09/2012;4.99;4.85;5;4.85;5600000;3.53%
25/09/2012;4.82;4.85;4.88;4.82;1430000;-0.62%
24/09/2012;4.85;4.9;4.9;4.84;1850000;-1.02%
21/09/2012;4.9;4.88;4.9;4.82;4160000;1.66%
20/09/2012;4.82;4.85;4.9;4.82;897840;-0.62%
19/09/2012;4.85;4.89;5;4.79;19060000;0.00%
18/09/2012;4.85;4.89;4.9;4.85;2830000;1.04%
17/09/2012;4.8;4.8;4.8;4.8;825910;0.00%
14/09/2012;4.8;4.72;4.91;4.72;16550000;-2.24%
13/09/2012;4.91;4.85;4.97;4.85;11710000;3.59%
12/09/2012;4.74;4.7;4.74;4.7;1890000;4.87%
11/09/2012;4.52;4.68;4.69;4.52;2530000;-4.84%
10/09/2012;4.75;4.9;4.91;4.75;4870000;-4.81%
07/09/2012;4.99;4.92;5;4.69;19290000;2.67%
06/09/2012;4.86;4.86;4.86;4.86;1540000;4.97%
05/09/2012;4.63;4.55;4.63;4.51;2220000;4.99%
04/09/2012;4.41;4.37;4.47;4.37;2900000;3.52%
03/09/2012;4.26;4.2;4.3;4.2;1590000;2.16%
31/08/2012;4.17;4.03;4.21;4.03;12770000;2.96%
30/08/2012;4.05;4.11;4.16;4.05;4630000;-3.57%
29/08/2012;4.2;4.22;4.23;4.2;1770000;-0.47%
28/08/2012;4.22;4.37;4.37;4.22;4860000;-3.43%
27/08/2012;4.37;4.4;4.45;4.31;2210000;-0.68%
24/08/2012;4.4;4.5;4.5;4.4;1220000;-2.22%
23/08/2012;4.5;4.39;4.5;4.39;4550000;2.51%
22/08/2012;4.39;4.41;4.41;4.39;1100000;-2.44%
17/08/2012;4.5;4.5;4.51;4.45;3580000;0.00%
16/08/2012;4.5;4.52;4.52;4.5;697460;-1.10%
15/08/2012;4.55;4.58;4.58;4.53;1200000;0.00%
14/08/2012;4.55;4.53;4.55;4.53;903580;-2.99%
13/08/2012;4.69;4.52;4.69;4.5;3240000;4.22%
